Time,Total Motor Energy
42.936,14293.412
42.960,14314.898
42.984,14337.126
43.008,14360.075
43.032,14383.899
43.056,14408.624
43.080,14434.404
43.104,14461.243
43.128,14488.950
43.152,14517.530
43.176,14546.913
43.200,14577.031
43.224,14607.856
43.248,14639.368
43.272,14671.563
43.296,14704.421
43.320,14737.934
43.344,14772.091
43.368,14806.878
43.392,14842.287
43.416,14878.311
43.440,14914.912
43.464,14952.105
43.488,14989.900
43.512,15028.295
43.536,15067.297
43.560,15106.946
43.584,15147.195
43.608,15188.068
43.632,15229.581
43.656,15271.748
43.680,15314.597
43.704,15358.193
43.728,15402.493
43.752,15447.544
43.776,15493.237
43.800,15536.669
43.824,15562.864
43.848,15572.425
43.872,15575.061
43.896,15576.761
43.920,15578.105
43.944,15578.421
43.968,15579.155
43.992,15582.771
44.016,15595.032
44.040,15619.688
44.064,15656.304
44.088,15696.108
44.112,15732.641
44.136,15768.560
44.160,15803.635
44.184,15834.674
44.208,15860.684
44.232,15886.229
44.256,15914.655
44.280,15947.267
44.304,15977.594
44.328,15990.662
44.352,15990.662
44.376,15990.662
44.400,15990.662
44.424,15990.662
44.448,15990.662
44.472,15991.013
44.496,15993.665
44.520,15996.162
44.544,15997.480
44.568,15998.943
44.592,16001.623
44.616,16007.730
44.640,16018.978
44.664,16036.921
44.688,16058.570
44.712,16070.437
44.736,16070.437
44.760,16070.437
44.784,16070.437
44.808,16070.437
44.832,16070.437
44.856,16070.898
44.880,16074.869
44.904,16087.251
44.928,16107.511
44.952,16123.291
44.976,16129.437
45.000,16133.832
45.024,16137.591
45.048,16141.135
45.072,16144.498
45.096,16147.693
45.120,16150.746
45.144,16153.691
45.168,16156.533
45.192,16159.292
45.216,16161.986
45.240,16164.635
45.264,16167.257
45.288,16169.863
45.312,16172.507
45.336,16175.206
45.360,16177.983
45.384,16180.858
45.408,16183.779
45.432,16186.868
45.456,16190.329
45.480,16194.390
45.504,16199.149
45.528,16204.731
45.552,16210.668
45.576,16213.338
45.600,16213.338
45.624,16213.338
45.648,16213.338
45.672,16215.420
45.696,16225.817
45.720,16245.705
45.744,16275.120
45.768,16309.267
45.792,16339.377
45.816,16358.451
45.840,16370.615
45.864,16382.689
45.888,16395.125
45.912,16408.438
45.936,16422.842
45.960,16438.365
45.984,16454.799
46.008,16472.078
46.032,16490.918
46.056,16511.834
46.080,16534.254
46.104,16558.576
46.128,16584.688
46.152,16612.426
46.176,16641.357
46.200,16671.293
46.224,16700.459
46.248,16721.121
46.272,16724.877
46.296,16724.877
46.320,16724.877
46.344,16724.877
46.368,16727.971
46.392,16736.760
46.416,16755.934
46.440,16782.664
46.464,16808.852
46.488,16830.100
46.512,16851.822
46.536,16873.391
46.560,16895.633
46.584,16918.445
46.608,16941.977
46.632,16966.354
46.656,16991.590
46.680,17017.836
46.704,17045.023
46.728,17073.008
46.752,17101.793
46.776,17131.336
46.800,17161.611
46.824,17192.584
46.848,17224.244
46.872,17256.580
46.896,17289.584
46.920,17323.254
46.944,17357.580
46.968,17392.549
46.992,17428.145
47.016,17464.371
47.040,17501.234
47.064,17538.598
47.088,17568.492
47.112,17582.852
47.136,17588.674
47.160,17595.113
47.184,17603.209
47.208,17612.791
47.232,17625.727
47.256,17647.055
47.280,17680.018
47.304,17719.809
47.328,17745.996
47.352,17749.889
47.376,17749.889
47.400,17749.889
47.424,17749.889
47.448,17749.889
47.472,17750.213
47.496,17751.930
47.520,17760.736
47.544,17788.080
47.568,17834.227
47.592,17882.273
47.616,17932.766
47.640,17985.807
47.664,18033.688
47.688,18076.584
47.712,18118.291
47.736,18159.855
47.760,18201.203
47.784,18242.449
47.808,18282.865
47.832,18314.902
47.856,18329.965
47.880,18330.365
47.904,18330.365
47.928,18330.365
47.952,18330.365
47.976,18331.076
48.000,18331.725
48.024,18333.717
48.048,18340.139
48.072,18351.199
48.096,18363.258
48.120,18378.811
48.144,18403.795
48.168,18427.596
48.192,18440.268
48.216,18448.617
48.240,18456.254
48.264,18463.238
48.288,18469.803
48.312,18475.973
48.336,18481.754
48.360,18487.166
48.384,18492.242
48.408,18496.994
48.432,18501.443
48.456,18505.568
48.480,18509.457
48.504,18513.121
48.528,18516.578
48.552,18519.832
48.576,18522.902
48.600,18525.813
48.624,18528.574
48.648,18531.201
48.672,18533.830
48.696,18536.354
48.720,18538.820
48.744,18541.252
48.768,18543.660
48.792,18546.066
48.816,18548.494
48.840,18550.959
48.864,18553.484
48.888,18556.096
48.912,18558.732
48.936,18561.531
48.960,18564.613
48.984,18568.213
49.008,18572.533
49.032,18577.613
49.056,18583.535
49.080,18590.303
49.104,18597.957
49.128,18606.621
49.152,18616.453
49.176,18627.492
49.200,18639.854
49.224,18653.645
49.248,18669.016
49.272,18686.141
49.296,18705.180
49.320,18726.225
49.344,18749.455
49.368,18775.070
49.392,18803.182
49.416,18833.953
49.440,18867.480
49.464,18903.916
49.488,18938.416
49.512,18944.285
49.536,18944.285
49.560,18944.285
49.584,18944.285
49.608,18944.285
49.632,18947.613
49.656,18962.855
49.680,18991.834
49.704,19027.268
49.728,19054.865
49.752,19073.379
49.776,19076.865
49.800,19076.865
49.824,19076.865
49.848,19076.904
49.872,19086.383
49.896,19106.100
49.920,19138.359
49.944,19159.664
49.968,19159.664
49.992,19159.664
50.016,19159.664
50.040,19164.926
50.064,19189.279
50.088,19232.938
50.112,19277.363
50.136,19310.111
50.160,19332.264
50.184,19351.240
50.208,19369.584
50.232,19387.877
50.256,19406.742
50.280,19422.502
50.304,19425.959
50.328,19425.959
50.352,19441.678
50.376,19478.992
50.400,19522.973
50.424,19567.119
50.448,19613.342
50.472,19665.508
50.496,19728.775
50.520,19809.795
50.544,19887.031
50.568,19944.396
50.592,19990.088
50.616,20034.912
50.640,20078.313
50.664,20120.795
50.688,20162.098
50.712,20202.736
50.736,20242.113
50.760,20280.580
50.784,20318.010
50.808,20352.678
50.832,20375.684
50.856,20375.684
50.880,20375.684
50.904,20375.684
50.928,20375.684
50.952,20375.684
50.976,20376.424
51.000,20387.127
51.024,20421.941
51.048,20478.127
51.072,20536.080
51.096,20579.484
51.120,20614.957
51.144,20644.682
51.168,20677.066
51.192,20707.486
51.216,20714.033
51.240,20714.033
51.264,20714.033
51.288,20714.033
51.312,20714.033
51.336,20714.033
51.360,20721.332
51.384,20745.092
51.408,20775.760
51.432,20782.885
51.456,20782.885
51.480,20782.885
51.504,20782.885
51.528,20790.268
51.552,20814.543
51.576,20857.768
51.600,20898.451
51.624,20900.289
51.648,20900.289
51.672,20900.289
51.696,20900.289
51.720,20908.596
51.744,20930.287
51.768,20961.830
51.792,21003.146
51.816,21038.576
51.840,21068.734
51.864,21094.195
51.888,21118.871
51.912,21143.281
51.936,21167.496
51.960,21191.451
51.984,21215.143
52.008,21238.570
52.032,21261.732
52.056,21284.619
52.080,21307.236
52.104,21329.490
52.128,21351.479
52.152,21372.941
52.176,21381.469
52.200,21381.469
52.224,21381.469
52.248,21397.516
52.272,21436.193
52.296,21504.533
52.320,21604.240
52.344,21734.588
52.368,21891.098
52.392,22047.207
52.416,22185.842
52.440,22284.316
52.464,22349.744
52.488,22399.367
52.512,22446.025
52.536,22489.789
52.560,22530.359
52.584,22568.682
52.608,22604.459
52.632,22637.865
52.656,22667.129
52.680,22667.129
52.704,22667.129
52.728,22667.129
52.752,22667.129
52.776,22667.129
52.800,22667.129
52.824,22667.129
52.848,22667.129
52.872,22667.129
52.896,22679.602
52.920,22710.451
52.944,22750.076
52.968,22784.680
52.992,22816.619
53.016,22846.064
53.040,22874.689
53.064,22903.166
53.088,22931.471
53.112,22960.090
53.136,22989.576
53.160,23020.232
53.184,23050.971
53.208,23080.324
53.232,23105.428
53.256,23127.650
53.280,23149.912
53.304,23173.244
53.328,23195.053
53.352,23198.613
53.376,23198.613
53.400,23199.244
53.424,23222.914
53.448,23268.977
53.472,23336.996
53.496,23413.857
53.520,23476.865
53.544,23492.453
53.568,23492.453
53.592,23492.453
53.616,23492.453
53.640,23496.547
53.664,23515.098
53.688,23550.162
53.712,23586.111
53.736,23609.643
53.760,23625.666
53.784,23641.545
53.808,23657.631
53.832,23671.961
53.856,23679.791
53.880,23684.268
53.904,23694.125
53.928,23705.889
53.952,23721.670
53.976,23731.523
54.000,23739.422
54.024,23746.801
54.048,23755.896
54.072,23766.748
54.096,23778.980
54.120,23792.637
54.144,23807.633
54.168,23823.885
54.192,23841.260
54.216,23859.705
54.240,23879.172
54.264,23899.580
54.288,23920.453
54.312,23937.307
54.336,23945.293
54.360,23948.941
54.384,23952.570
54.408,23958.496
54.432,23968.352
54.456,23985.443
54.480,24010.764
54.504,24043.502
54.528,24084.664
54.552,24124.621
54.576,24154.482
54.600,24178.889
54.624,24203.852
54.648,24229.902
54.672,24257.059
54.696,24285.012
54.720,24313.395
54.744,24341.496
54.768,24368.979
54.792,24395.791
54.816,24421.924
54.840,24447.857
54.864,24474.314
54.888,24501.666
54.912,24529.949
54.936,24558.730
54.960,24587.994
54.984,24617.605
55.008,24634.189
55.032,24634.189
55.056,24634.189
55.080,24634.189
55.104,24634.189
55.128,24636.523
55.152,24646.471
55.176,24661.934
55.200,24674.672
55.224,24683.570
55.248,24692.141
55.272,24701.297
55.296,24711.230
55.320,24722.000
55.344,24733.625
55.368,24746.133
55.392,24759.596
55.416,24774.102
55.440,24789.670
55.464,24806.355
55.488,24824.135
55.512,24843.020
55.536,24861.359
55.560,24866.359
55.584,24866.359
55.608,24866.359
55.632,24866.359
55.656,24866.359
55.680,24881.627
55.704,24919.656
55.728,24966.918
55.752,24997.877
55.776,25010.715
55.800,25022.203
55.824,25032.451
55.848,25042.549
55.872,25052.707
55.896,25064.383
55.920,25078.332
55.944,25094.262
55.968,25111.098
55.992,25128.000
56.016,25144.117
56.040,25158.967
56.064,25171.990
56.088,25182.980
56.112,25192.664
56.136,25202.586
56.160,25213.424
56.184,25225.598
56.208,25238.420
56.232,25239.313
56.256,25239.313
56.280,25239.313
56.304,25239.313
56.328,25239.313
56.352,25245.748
56.376,25265.102
56.400,25303.436
56.424,25361.799
56.448,25405.523
56.472,25408.451
56.496,25408.451
56.520,25408.451
56.544,25408.451
56.568,25408.451
56.592,25408.451
56.616,25408.451
56.640,25425.219
56.664,25451.023
56.688,25480.744
56.712,25507.365
56.736,25534.209
56.760,25559.990
56.784,25585.715
56.808,25611.502
56.832,25637.350
56.856,25663.246
56.880,25689.188
56.904,25715.152
56.928,25741.123
56.952,25767.086
56.976,25793.025
57.000,25818.914
57.024,25844.738
57.048,25870.439
57.072,25896.023
57.096,25921.486
57.120,25946.793
57.144,25971.932
57.168,25996.891
57.192,26021.635
57.216,26046.154
57.240,26070.445
57.264,26094.480
57.288,26118.250
57.312,26141.754
57.336,26164.973
57.360,26187.896
57.384,26210.539
57.408,26232.879
57.432,26254.908
57.456,26276.646
57.480,26298.080
57.504,26319.209
57.528,26340.037
57.552,26360.564
57.576,26380.832
57.600,26400.809
57.624,26420.498
57.648,26439.889
57.672,26459.014
57.696,26477.863
57.720,26496.443
57.744,26514.717
57.768,26532.158
57.792,26547.625
57.816,26561.365
57.840,26573.049
57.864,26584.949
57.888,26604.434
57.912,26627.707
57.936,26645.381
57.960,26656.701
57.984,26664.051
58.008,26670.971
58.032,26677.732
58.056,26684.377
58.080,26690.881
58.104,26697.250
58.128,26703.500
58.152,26709.664
58.176,26715.723
58.200,26721.680
58.224,26727.555
58.248,26733.316
58.272,26739.002
58.296,26744.617
58.320,26750.164
58.344,26755.650
58.368,26761.039
58.392,26766.045
58.416,26771.016
58.440,26775.313
58.464,26776.025
58.488,26780.254
58.512,26790.365
58.536,26802.520
58.560,26820.301
58.584,26851.234
58.608,26889.225
58.632,26920.447
58.656,26942.611
58.680,26964.857
58.704,26985.971
58.728,27006.729
58.752,27027.281
58.776,27047.760
58.800,27068.100
58.824,27088.287
58.848,27108.428
58.872,27128.422
58.896,27148.076
58.920,27167.213
58.944,27185.686
58.968,27203.592
58.992,27221.111
59.016,27238.275
59.040,27255.240
59.064,27272.059
59.088,27288.643
59.112,27305.029
59.136,27321.430
59.160,27337.803
59.184,27354.096
59.208,27370.102
59.232,27385.826
59.256,27401.289
59.280,27416.484
59.304,27431.414
59.328,27446.086
59.352,27460.496
59.376,27474.646
59.400,27488.543
59.424,27502.184
59.448,27515.568
59.472,27528.611
59.496,27541.398
59.520,27553.934
59.544,27566.223
59.568,27578.262
59.592,27590.053
59.616,27601.602
59.640,27612.904
59.664,27623.967
59.688,27634.791
59.712,27645.369
59.736,27655.709
59.760,27665.816
59.784,27675.689
59.808,27685.330
59.832,27694.742
59.856,27703.924
59.880,27712.881
59.904,27721.611
59.928,27730.117
59.952,27738.600
59.976,27746.807
60.000,27754.797
60.024,27762.572
60.048,27770.131
60.072,27777.475
60.096,27784.609
60.120,27791.533
60.144,27798.248
60.168,27804.635
60.192,27810.154
60.216,27814.012
60.240,27814.799
60.264,27814.799
60.288,27814.799
60.312,27814.799
60.336,27814.799
60.360,27814.799
60.384,27814.799
60.408,27814.799
60.432,27814.799
60.456,27814.799
60.480,27814.799
60.504,27814.799
60.528,27814.799
60.552,27815.385
60.576,27816.035
60.600,27816.633
60.624,27817.230
60.648,27817.789
60.672,27818.348
62.019,27818.348
62.040,27818.348
62.064,27851.025
62.088,27852.395
62.112,27858.428
62.136,27868.967
62.160,27883.086
62.184,27895.514
62.208,27907.688
62.232,27919.344
62.256,27931.775
62.280,27945.676
62.304,27961.174
62.328,27977.682
62.352,27994.434
62.376,28009.172
62.400,28021.795
62.424,28033.574
62.448,28044.625
62.472,28055.457
62.496,28066.127
62.520,28076.641
62.544,28086.977
62.568,28097.152
62.592,28106.992
62.616,28116.654
62.640,28126.152
62.664,28135.469
62.688,28144.604
62.712,28153.566
62.736,28162.346
62.760,28170.938
62.784,28179.357
62.808,28187.586
62.832,28195.629
62.856,28203.490
62.880,28211.160
62.904,28218.658
62.928,28225.977
62.952,28233.102
62.976,28240.037
63.000,28246.787
63.024,28253.342
63.048,28259.699
63.072,28265.869
63.096,28271.838
63.120,28277.609
63.144,28283.291
63.168,28288.775
63.192,28294.061
63.216,28299.156
63.240,28304.051
63.264,28308.742
63.288,28313.236
63.312,28317.527
63.336,28321.611
63.360,28325.424
63.384,28329.039
63.408,28332.447
63.432,28335.654
63.456,28338.670
63.480,28341.561
63.504,28344.219
63.528,28346.711
63.552,28349.111
63.576,28351.465
63.600,28353.768
63.624,28356.133
63.648,28358.469
63.672,28360.754
63.696,28363.125
63.720,28365.746
63.744,28368.631
63.768,28371.799
63.792,28375.227
63.816,28378.883
63.840,28382.813
63.864,28387.129
63.888,28391.689
63.912,28396.221
63.936,28400.684
63.960,28405.070
63.984,28409.385
64.007,28413.623
64.032,28417.787
64.056,28421.873
64.080,28425.920
64.104,28429.889
64.128,28433.783
64.152,28437.598
64.176,28441.332
64.200,28444.986
64.224,28448.557
64.248,28452.041
64.272,28455.441
64.296,28458.725
64.320,28461.926
64.344,28465.049
64.367,28468.086
64.391,28471.041
64.416,28473.912
64.440,28476.697
64.464,28479.398
64.488,28482.012
64.512,28484.520
64.536,28486.947
64.560,28489.297
64.584,28491.564
64.608,28493.752
64.632,28495.859
64.656,28497.885
64.680,28499.830
64.704,28501.693
64.727,28503.459
64.751,28505.152
64.775,28506.773
64.800,28508.320
64.824,28509.793
64.848,28511.193
64.872,28512.518
64.896,28513.768
64.920,28514.945
64.944,28516.035
64.968,28517.061
64.992,28518.021
65.016,28518.916
65.040,28519.744
65.064,28520.508
65.088,28521.203
65.111,28521.832
65.135,28522.396
65.160,28522.967
65.184,28523.467
65.208,28523.912
65.232,28524.295
65.256,28524.621
65.280,28524.889
65.304,28525.094
65.328,28525.223
65.352,28525.299
65.376,28525.322
65.400,28525.322
65.424,28525.322
65.448,28525.322
65.472,28525.322
65.495,28525.322
65.519,28525.322
65.544,28525.322
65.568,28525.322
65.592,28525.467
65.616,28528.947
65.640,28540.055
65.664,28559.805
65.688,28589.320
65.712,28624.486
65.736,28661.277
65.760,28697.539
65.784,28733.326
65.808,28768.068
65.832,28800.650
65.856,28831.328
65.880,28861.326
65.904,28890.771
65.928,28919.750
65.952,28948.395
65.976,28976.541
66.000,29004.201
66.024,29031.391
66.048,29058.092
66.072,29084.307
66.096,29110.061
66.120,29135.197
66.144,29159.840
66.168,29184.006
66.192,29207.674
66.216,29230.850
66.240,29253.561
66.264,29275.779
66.288,29297.521
66.312,29318.809
66.336,29339.537
66.360,29359.783
66.384,29379.566
66.408,29398.869
66.432,29417.697
66.456,29436.074
66.480,29453.984
66.504,29471.430
66.528,29488.441
66.552,29504.998
66.576,29521.275
66.600,29537.111
66.624,29552.500
66.648,29567.443
66.672,29581.965
66.696,29596.037
66.720,29609.680
66.744,29622.889
66.768,29635.746
66.792,29648.141
66.816,29660.178
66.840,29671.799
66.864,29683.012
66.888,29693.834
66.912,29704.256
66.936,29714.281
66.960,29723.928
66.984,29733.184
67.008,29742.057
67.032,29750.385
67.056,29758.324
67.080,29765.887
67.104,29773.111
67.128,29779.975
67.152,29786.477
67.176,29792.637
67.200,29798.447
67.224,29803.910
67.248,29809.041
67.272,29813.857
67.296,29817.996
67.320,29821.537
67.344,29824.588
67.368,29824.588
67.392,29824.588
67.416,29824.588
67.440,29824.588
67.464,29824.588
67.488,29825.035
67.512,29825.432
67.536,29826.086
67.560,29826.787
67.584,29827.627
67.608,29828.576
67.632,29829.613
67.656,29830.723
67.680,29831.895
67.704,29833.123
67.728,29834.396
67.752,29835.703
67.776,29837.039
67.800,29838.385
67.824,29839.736
67.848,29841.084
67.872,29842.430
67.896,29843.777
67.920,29845.121
67.944,29846.465
67.968,29847.809
67.992,29849.148
68.016,29850.490
68.040,29851.830
68.064,29853.168
68.088,29854.504
68.112,29855.838
68.136,29857.168
68.160,29858.496
68.184,29859.820
68.208,29861.145
68.232,29862.463
68.256,29863.781
68.280,29865.098
68.304,29866.410
68.328,29867.721
68.352,29869.027
68.376,29870.332
68.400,29871.635
68.424,29872.936
68.448,29874.232
68.472,29875.527
68.496,29876.818
68.520,29878.107
68.544,29879.395
68.568,29880.680
68.592,29881.961
68.616,29883.240
68.640,29884.518
68.664,29885.791
68.688,29887.063
68.712,29888.332
68.736,29889.598
68.760,29890.861
68.784,29892.121
68.808,29893.379
68.832,29894.635
68.856,29895.889
68.880,29897.139
68.904,29898.387
68.928,29899.633
68.952,29900.875
68.976,29902.115
69.000,29903.354
69.024,29904.586
69.048,29905.818
69.072,29907.045
69.096,29908.270
69.120,29909.490
69.144,29910.709
69.168,29911.922
69.192,29913.135
69.216,29914.342
69.240,29915.547
69.264,29916.748
69.288,29917.947
69.312,29919.141
69.336,29920.334
69.360,29921.521
69.384,29922.707
69.408,29923.889
69.432,29925.066
69.456,29926.242
69.480,29927.414
69.504,29928.582
69.528,29929.746
69.552,29930.908
69.576,29932.066
69.600,29933.223
69.624,29934.373
69.648,29935.521
69.672,29936.666
69.696,29937.809
69.720,29938.945
69.744,29940.076
69.768,29941.207
69.792,29942.332
69.816,29943.455
69.840,29944.574
69.864,29945.689
69.888,29946.803
69.912,29947.912
69.936,29949.016
69.960,29950.119
69.984,29951.244
70.008,29952.412
70.032,29953.633
70.056,29954.902
70.080,29956.230
70.104,29957.625
70.128,29959.092
70.152,29960.648
70.176,29962.311
70.200,29964.096
70.224,29966.037
70.248,29968.156
70.272,29970.439
70.296,29972.891
70.320,29975.488
70.344,29978.602
70.368,29985.871
70.392,29997.734
70.416,30007.838
70.440,30014.242
70.464,30018.762
70.488,30022.842
70.512,30026.670
70.536,30030.521
70.560,30034.381
70.584,30038.428
70.608,30042.555
70.632,30046.717
70.656,30050.801
70.680,30054.809
70.704,30058.729
70.728,30062.578
70.752,30066.354
70.776,30070.049
70.800,30073.678
70.824,30077.242
70.848,30080.732
70.872,30084.162
70.896,30087.533
70.920,30090.836
70.944,30094.086
70.968,30097.291
70.992,30100.486
71.016,30103.615
71.040,30106.711
71.064,30109.758
71.088,30112.771
71.112,30115.756
71.136,30118.701
71.160,30121.617
71.184,30124.510
71.208,30127.367
71.232,30130.201
71.256,30133.016
71.280,30135.801
71.304,30138.566
71.328,30141.318
71.352,30144.043
71.376,30146.756
71.400,30149.459
71.424,30152.139
71.448,30154.811
71.472,30157.477
71.496,30160.125
71.520,30162.770
71.544,30165.408
71.568,30168.027
71.592,30170.631
71.616,30173.234
71.640,30175.832
71.664,30178.430
71.688,30181.029
71.712,30183.623
71.736,30186.221
71.760,30188.820
71.784,30191.418
71.808,30194.018
71.832,30196.623
71.856,30199.227
71.880,30201.836
71.904,30204.453
71.928,30207.070
71.952,30209.693
71.976,30212.324
72.000,30214.959
72.024,30217.602
72.048,30220.256
72.072,30222.912
72.096,30225.580
72.120,30228.260
72.144,30230.945
72.168,30233.645
72.192,30236.355
72.216,30239.072
72.240,30241.805
72.264,30244.555
72.288,30247.318
72.312,30250.096
72.336,30252.887
72.360,30255.693
72.384,30258.516
72.408,30261.352
72.432,30264.203
72.456,30267.070
72.480,30269.953
72.504,30272.852
72.528,30275.768
72.552,30278.699
72.576,30281.646
72.600,30284.609
72.624,30287.592
72.648,30290.590
72.672,30293.605
72.696,30296.639
72.720,30299.689
72.744,30302.758
72.768,30305.846
72.792,30308.949
72.816,30312.072
72.840,30315.215
72.864,30318.373
72.888,30321.557
72.912,30324.758
72.936,30327.980
72.960,30331.223
72.984,30334.484
73.008,30337.766
73.032,30341.064
73.056,30344.385
73.080,30347.725
73.104,30351.084
73.128,30354.463
73.152,30357.859
73.176,30361.277
73.200,30364.715
73.224,30368.170
73.248,30371.639
73.272,30375.117
73.296,30378.605
73.320,30382.105
73.344,30385.619
73.368,30389.145
73.392,30392.684
73.416,30396.238
73.440,30399.805
73.464,30403.389
73.488,30406.988
73.512,30410.602
73.536,30414.232
73.560,30417.881
73.584,30421.545
73.608,30425.227
73.632,30428.928
73.656,30432.643
73.680,30436.379
73.704,30440.133
73.728,30443.904
73.752,30447.697
73.776,30451.510
73.800,30455.340
73.824,30459.191
73.848,30463.063
73.872,30466.955
73.896,30470.867
73.920,30474.803
73.944,30478.756
73.968,30482.732
73.992,30486.730
74.016,30490.750
74.040,30494.791
74.064,30498.855
74.088,30502.939
74.112,30507.047
74.136,30511.178
74.160,30515.330
74.184,30519.504
74.208,30523.699
74.232,30527.916
74.256,30532.156
74.280,30536.418
74.304,30540.699
74.328,30545.004
74.352,30549.330
74.376,30553.678
74.400,30558.049
74.424,30562.441
74.448,30566.855
74.472,30571.293
74.496,30575.752
74.520,30580.232
74.544,30584.736
74.568,30589.264
74.592,30593.813
74.616,30598.383
74.640,30602.977
74.664,30607.592
74.688,30612.230
74.712,30616.891
74.736,30621.572
74.760,30626.277
74.784,30631.006
74.808,30635.754
74.832,30640.525
74.856,30645.318
74.880,30650.131
74.904,30654.965
74.928,30659.820
74.952,30664.695
74.976,30669.592
75.000,30674.510
75.024,30679.447
75.048,30684.406
75.072,30689.387
75.096,30694.387
75.120,30699.408
75.144,30704.449
75.168,30709.512
75.192,30714.596
75.216,30719.699
75.240,30724.824
75.264,30729.969
75.288,30735.135
75.312,30740.320
75.336,30745.527
75.360,30750.754
75.384,30756.000
75.408,30761.268
75.432,30766.557
75.456,30771.863
75.480,30777.191
75.504,30782.537
75.528,30787.902
75.552,30793.287
75.576,30798.689
75.600,30804.109
75.624,30809.549
75.648,30815.008
75.672,30820.484
75.696,30825.979
75.720,30831.492
75.744,30837.023
75.768,30842.574
75.792,30848.143
75.816,30853.730
75.840,30859.336
75.864,30864.959
75.888,30870.602
75.912,30876.264
75.936,30881.941
75.960,30887.639
75.984,30893.355
76.008,30899.090
76.032,30904.842
76.056,30910.611
76.080,30916.400
76.104,30922.207
76.128,30928.031
76.152,30933.877
76.176,30939.736
76.200,30945.615
76.224,30951.508
76.248,30957.418
76.272,30963.346
76.296,30969.287
76.320,30975.246
76.344,30981.223
76.368,30987.215
76.392,30993.225
76.416,30999.250
76.440,31005.291
76.464,31011.352
76.488,31017.426
76.512,31023.518
76.536,31029.627
76.560,31035.754
76.584,31041.895
76.608,31048.047
76.632,31054.215
76.656,31060.391
76.680,31066.582
76.704,31072.783
76.728,31078.996
76.752,31085.223
76.776,31091.459
76.800,31097.709
76.824,31103.971
76.848,31110.244
76.872,31116.527
76.896,31122.822
76.920,31129.125
76.944,31135.438
76.968,31141.762
76.992,31148.096
77.016,31154.438
77.040,31160.791
77.064,31167.154
77.088,31173.527
77.112,31179.910
77.136,31186.305
77.160,31192.707
77.184,31199.121
77.208,31205.545
77.232,31211.977
77.256,31218.422
77.280,31224.873
77.304,31231.334
77.328,31237.805
77.352,31244.283
77.376,31250.770
77.400,31257.268
77.424,31263.773
77.448,31270.287
77.472,31276.813
77.496,31283.346
77.520,31289.887
77.544,31296.439
77.568,31303.000
77.592,31309.564
77.616,31316.141
77.640,31322.725
77.664,31329.314
77.688,31335.914
77.712,31342.521
77.736,31349.135
77.760,31355.760
77.784,31362.393
77.808,31369.029
77.832,31375.678
77.856,31382.336
77.880,31388.998
77.904,31395.674
77.928,31402.355
77.952,31409.047
77.976,31415.748
78.000,31422.457
78.024,31429.172
78.048,31435.896
78.072,31442.629
78.096,31449.369
78.120,31456.119
78.144,31462.877
78.168,31469.643
78.192,31476.418
78.216,31483.203
78.240,31489.994
78.264,31496.799
78.288,31503.611
78.312,31510.432
78.336,31517.264
78.360,31524.105
78.384,31530.955
78.408,31537.818
78.432,31544.689
78.456,31551.568
78.480,31558.459
78.504,31565.352
78.528,31572.209
78.552,31579.002
78.576,31585.697
78.600,31592.258
78.624,31598.662
78.648,31604.865
78.672,31610.779
78.696,31617.061
78.720,31625.205
78.744,31636.865
78.768,31653.146
78.792,31674.471
78.816,31698.662
78.840,31711.252
78.864,31711.252
78.888,31711.252
78.912,31711.916
78.936,31716.068
78.960,31718.691
78.984,31718.691
79.008,31718.691
79.032,31718.691
79.056,31718.691
79.080,31718.691
79.104,31718.691
79.128,31718.691
79.152,31718.691
79.176,31718.691
79.200,31718.691
79.224,31718.691
79.248,31718.691
79.272,31718.691
79.296,31718.691
79.320,31718.691
79.344,31718.691
79.368,31718.691
79.392,31718.691
79.416,31718.691
79.440,31718.691
79.464,31718.691
79.488,31718.691
79.512,31718.691
79.536,31718.691
79.560,31718.691
79.584,31718.691
79.608,31718.691
79.632,31718.691
79.656,31718.691
79.680,31718.691
79.704,31718.691
79.728,31718.691
79.752,31718.691
79.776,31718.691
79.800,31718.691
79.824,31718.691
79.848,31718.691
79.872,31718.691
79.896,31718.691
79.920,31718.691
79.944,31718.691
79.968,31718.691
79.992,31718.691
80.016,31718.691
80.040,31718.691
80.064,31718.691
80.088,31718.691
80.112,31718.691
80.136,31718.691
80.160,31718.691
80.184,31718.691
80.208,31718.691
80.232,31718.691
80.256,31718.691
80.280,31718.691
80.304,31718.691
80.328,31718.691
80.352,31718.691
80.376,31718.691
80.400,31718.691
80.424,31718.691
80.448,31718.691
80.472,31718.691
80.496,31718.691
80.520,31718.691
80.544,31718.691
80.568,31718.691
80.592,31718.691
80.616,31718.691
80.640,31718.691
80.664,31718.691
80.688,31718.691
80.712,31718.691
80.736,31718.691
80.760,31718.691
80.784,31718.691
80.808,31718.691
80.832,31718.691
80.856,31718.691
80.880,31718.691
80.904,31718.691
80.928,31718.691
80.952,31718.691
80.976,31718.691
81.000,31718.691
81.024,31718.691
81.048,31718.691
81.072,31718.691
81.096,31718.691
81.120,31718.691
81.144,31718.691
81.168,31718.691
81.192,31718.691
81.216,31718.691
81.240,31718.691
81.264,31718.691
81.288,31718.691
81.312,31718.781
81.336,31720.352
81.360,31723.334
81.384,31727.213
81.408,31730.547
81.432,31733.768
81.456,31736.746
81.480,31739.520
81.504,31742.283
81.528,31745.020
